poste,ville,type_contrat,experience_requise,salaire_annuel,date_publication,annee,trimestre,teletravail_possible,niveau_urgence,future_interest,interest_score
développeur full stack,paris,alternance,débutant (0-2 ans),0.0794231049032445,2023-08-12,0.75,q3,False,élevé,1,0.44612128
ingénieur devops,lille,stage,intermédiaire (2-5 ans),0.0650825694747563,2023-08-12,0.75,q3,False,élevé,1,0.6240608
ux/ui designer,bordeaux,cdi,débutant (0-2 ans),0.2886839807944129,2023-08-14,0.75,q3,False,moyen,1,0.5471124
développeur full stack,strasbourg,freelance,débutant (0-2 ans),0.4633620689655172,2023-08-18,0.75,q3,True,moyen,1,0.44612128
développeur full stack,marseille,freelance,intermédiaire (2-5 ans),0.6438782191182889,2023-08-20,0.75,q3,True,moyen,0,0.44612128
développeur full stack,lyon,stage,débutant (0-2 ans),0.0326822348319511,2023-08-22,0.75,q3,False,élevé,1,0.44612128
product owner,lille,alternance,intermédiaire (2-5 ans),0.1237723701440419,2023-08-25,0.75,q3,True,moyen,1,0.5584586
data scientist,lyon,cdi,débutant (0-2 ans),0.3412720064018623,2023-08-26,0.75,q3,True,faible,1,0.5588574
ingénieur ia,paris,cdi,confirmé (5-8 ans),0.636239633347883,2023-08-30,0.75,q3,True,moyen,0,0.47765684
développeur full stack,paris,cdi,débutant (0-2 ans),0.344127382511276,2023-09-01,0.75,q3,True,moyen,0,0.44612128
développeur full stack,marseille,cdd,confirmé (5-8 ans),0.5662283573403172,2023-09-02,0.75,q3,True,moyen,0,0.44612128
développeur full stack,lyon,cdd,intermédiaire (2-5 ans),0.5048013967699695,2023-09-05,0.75,q3,False,élevé,0,0.44612128
product owner,paris,stage,débutant (0-2 ans),0.0320274989087734,2023-09-11,0.75,q3,False,moyen,1,0.5584586
data scientist,lyon,cdi,intermédiaire (2-5 ans),0.4852957223919685,2023-09-12,0.75,q3,True,faible,0,0.5588574
consultant cybersécurité,strasbourg,cdi,intermédiaire (2-5 ans),0.4649352538920413,2023-09-14,0.75,q3,True,moyen,1,0.63575613
développeur full stack,montpellier,cdi,confirmé (5-8 ans),0.5193147097337407,2023-09-17,0.75,q3,True,faible,0,0.44612128
ingénieur devops,paris,cdi,débutant (0-2 ans),0.3320966099228866,2023-09-18,0.75,q3,True,faible,1,0.6240608
ux/ui designer,lyon,cdi,intermédiaire (2-5 ans),0.363242034046268,2023-09-20,0.75,q3,False,moyen,0,0.54723346
consultant cybersécurité,bordeaux,cdi,senior (8+ ans),0.7772988505747126,2023-09-22,0.75,q3,True,moyen,0,0.63574207
data scientist,toulouse,cdd,confirmé (5-8 ans),0.650543794558417,2023-09-25,0.75,q3,True,faible,0,0.5588574
développeur full stack,lyon,cdd,confirmé (5-8 ans),0.6437327222464717,2023-09-26,0.75,q3,True,élevé,0,0.44612128
responsable rh,strasbourg,freelance,intermédiaire (2-5 ans),0.5778317328677434,2023-09-28,0.75,q3,False,moyen,1,0.4071675
consultant cybersécurité,nantes,stage,débutant (0-2 ans),0.0287810999563509,2023-09-28,0.75,q3,True,moyen,1,0.63575613
développeur full stack,nantes,alternance,débutant (0-2 ans),0.0806689218681798,2023-09-29,0.75,q3,True,élevé,0,0.44612128
ingénieur devops,paris,cdd,senior (8+ ans),0.9197584751927832,2023-09-29,0.75,q3,True,moyen,0,0.6240608
responsable rh,bordeaux,cdi,débutant (0-2 ans),0.3245307725883893,2023-09-30,0.75,q3,False,moyen,0,0.4071675
data scientist,nantes,cdd,confirmé (5-8 ans),0.6689764295067656,2023-10-03,0.75,q4,True,faible,1,0.5588574
responsable marketing digital,bordeaux,cdi,débutant (0-2 ans),0.3257584024443474,2023-10-04,0.75,q4,True,faible,0,0.44674724
ingénieur devops,paris,cdi,senior (8+ ans),0.8312418158009602,2023-10-07,0.75,q4,True,moyen,1,0.6240608
chef de projet digital,toulouse,cdi,débutant (0-2 ans),0.3223028517386876,2023-10-07,0.75,q4,True,moyen,1,0.59111476
développeur full stack,lyon,cdi,débutant (0-2 ans),0.2904663174741743,2023-10-13,0.75,q4,True,élevé,1,0.44612128
développeur full stack,bordeaux,freelance,senior (8+ ans),0.9372271933653428,2023-10-19,0.75,q4,True,moyen,1,0.44612128
ingénieur ia,montpellier,cdd,confirmé (5-8 ans),0.7087243561763422,2023-10-19,0.75,q4,True,élevé,1,0.47765684
ingénieur devops,lyon,stage,intermédiaire (2-5 ans),0.0741033755274261,2023-10-20,0.75,q4,True,élevé,1,0.6240608
développeur full stack,nantes,stage,senior (8+ ans),0.1632020224065182,2023-10-22,0.75,q4,False,faible,0,0.44612128
data scientist,lyon,cdi,débutant (0-2 ans),0.3566673941510258,2023-10-22,0.75,q4,True,faible,1,0.5588574
data scientist,paris,cdi,débutant (0-2 ans),0.3573494107376691,2023-10-27,0.75,q4,False,moyen,0,0.5588574
consultant cybersécurité,paris,cdd,senior (8+ ans),0.8433271497162811,2023-10-28,0.75,q4,False,faible,1,0.63575613
architecte cloud,rennes,cdd,intermédiaire (2-5 ans),0.6308653426451332,2023-10-28,0.75,q4,True,élevé,0,0.35840565
ingénieur devops,lyon,cdi,intermédiaire (2-5 ans),0.4253328240942819,2023-10-30,0.75,q4,False,moyen,0,0.6240608
ingénieur devops,lille,cdi,intermédiaire (2-5 ans),0.4683089626073039,2023-10-30,0.75,q4,True,moyen,1,0.6240608
ingénieur devops,nantes,alternance,débutant (0-2 ans),0.0715298996071584,2023-11-05,0.75,q4,True,élevé,0,0.6240608
contrôleur de gestion,toulouse,cdd,intermédiaire (2-5 ans),0.4455023279499491,2023-11-06,0.75,q4,True,moyen,1,0.35000122
développeur full stack,toulouse,cdi,débutant (0-2 ans),0.2982322130074203,2023-11-08,0.75,q4,True,élevé,1,0.44612128
chef de projet digital,paris,cdi,débutant (0-2 ans),0.3191201076676851,2023-11-09,0.75,q4,True,moyen,0,0.59111476
développeur full stack,paris,cdi,senior (8+ ans),0.6897279208497017,2023-11-09,0.75,q4,False,moyen,1,0.44612128
responsable marketing digital,bordeaux,cdd,débutant (0-2 ans),0.3575767495998836,2023-11-11,0.75,q4,True,moyen,1,0.44674724
data scientist,paris,cdi,intermédiaire (2-5 ans),0.5078568310781318,2023-11-11,0.75,q4,True,moyen,0,0.5588574
commercial b2b,marseille,cdi,débutant (0-2 ans),0.2897933944420195,2023-11-12,0.75,q4,False,élevé,0,0.58136237
data scientist,paris,alternance,senior (8+ ans),0.2250109122653863,2023-11-12,0.75,q4,True,faible,0,0.5588574
ingénieur ia,montpellier,stage,débutant (0-2 ans),0.0424032445802415,2023-11-13,0.75,q4,False,moyen,1,0.4776264
responsable marketing digital,marseille,cdi,intermédiaire (2-5 ans),0.422677506183617,2023-11-14,0.75,q4,True,moyen,0,0.44674724
data scientist,paris,cdi,intermédiaire (2-5 ans),0.5171686308744362,2023-11-23,0.75,q4,False,faible,0,0.5588574
architecte cloud,paris,cdi,débutant (0-2 ans),0.3582678597410155,2023-11-27,0.75,q4,True,élevé,0,0.35840565
product owner,paris,cdi,intermédiaire (2-5 ans),0.4493761821620835,2023-11-28,0.75,q4,True,élevé,0,0.5584586
commercial b2b,marseille,cdi,débutant (0-2 ans),0.2777262476356758,2023-12-04,0.75,q4,True,moyen,1,0.58136237
chef de projet digital,paris,cdi,intermédiaire (2-5 ans),0.4232776807798632,2023-12-05,0.75,q4,False,moyen,0,0.59111476
consultant cybersécurité,montpellier,freelance,intermédiaire (2-5 ans),0.7347864833406081,2023-12-06,0.75,q4,False,faible,0,0.63575613
ingénieur ia,toulouse,cdi,intermédiaire (2-5 ans),0.4251509530045104,2023-12-10,0.75,q4,True,faible,1,0.47765684
commercial b2b,nantes,stage,senior (8+ ans),0.1330932634948348,2023-12-13,0.75,q4,True,élevé,1,0.58136237
ingénieur ia,rennes,freelance,intermédiaire (2-5 ans),0.765359013531209,2023-12-14,0.75,q4,True,moyen,0,0.47765684
architecte cloud,paris,freelance,intermédiaire (2-5 ans),0.7731794703913866,2023-12-15,0.75,q4,True,moyen,1,0.35840565
consultant cybersécurité,toulouse,alternance,intermédiaire (2-5 ans),0.1194620253164557,2023-12-16,0.75,q4,True,élevé,0,0.63575613
développeur full stack,paris,cdi,débutant (0-2 ans),0.2792357776807798,2023-12-19,0.75,q4,False,moyen,0,0.44612128
product owner,toulouse,cdi,confirmé (5-8 ans),0.4881147242834279,2023-12-21,0.75,q4,True,faible,1,0.5584586
consultant cybersécurité,strasbourg,cdi,confirmé (5-8 ans),0.5894078277317037,2023-12-21,0.75,q4,True,moyen,1,0.63575613
développeur full stack,paris,cdi,débutant (0-2 ans),0.3048523206751055,2023-12-24,0.75,q4,False,moyen,1,0.44612128
développeur full stack,lyon,stage,débutant (0-2 ans),0.0163502109704641,2023-12-25,0.75,q4,True,faible,0,0.44612128
consultant cybersécurité,lyon,cdd,intermédiaire (2-5 ans),0.6117506911101411,2023-12-26,0.75,q4,False,moyen,1,0.63575613
développeur full stack,montpellier,cdi,débutant (0-2 ans),0.3448093990979194,2023-12-29,0.75,q4,False,faible,0,0.44612128
data scientist,nantes,cdi,confirmé (5-8 ans),0.5489778844754838,2023-12-30,0.75,q4,True,moyen,0,0.5588574
consultant cybersécurité,lille,cdi,confirmé (5-8 ans),0.5832605848974247,2024-01-02,1.0,q1,True,faible,1,0.63575613
consultant cybersécurité,paris,cdd,intermédiaire (2-5 ans),0.57363051069402,2024-01-03,1.0,q1,True,élevé,0,0.63575613
business analyst,lille,cdi,intermédiaire (2-5 ans),0.448803288229303,2024-01-03,1.0,q1,True,élevé,0,0.42929092
responsable marketing digital,bordeaux,cdd,intermédiaire (2-5 ans),0.4897424705368834,2024-01-04,1.0,q1,True,élevé,0,0.44674724
consultant cybersécurité,toulouse,freelance,débutant (0-2 ans),0.5682016586643387,2024-01-04,1.0,q1,False,moyen,1,0.63575613
commercial b2b,toulouse,cdi,confirmé (5-8 ans),0.4565509966535719,2024-01-04,1.0,q1,True,élevé,1,0.58136237
contrôleur de gestion,bordeaux,cdi,débutant (0-2 ans),0.2558289684271788,2024-01-05,1.0,q1,True,moyen,1,0.35000122
chef de projet digital,toulouse,alternance,débutant (0-2 ans),0.0604539502400698,2024-01-06,1.0,q1,True,moyen,0,0.59111476
développeur full stack,lyon,cdi,débutant (0-2 ans),0.3351702313400262,2024-01-10,1.0,q1,True,élevé,0,0.44612128
développeur full stack,paris,stage,confirmé (5-8 ans),0.1187709151753237,2024-01-13,1.0,q1,True,élevé,1,0.44612128
ux/ui designer,lyon,cdi,intermédiaire (2-5 ans),0.3731358213298414,2024-01-13,1.0,q1,False,faible,0,0.54723346
ingénieur devops,lille,cdi,débutant (0-2 ans),0.2937672777535283,2024-01-14,1.0,q1,False,moyen,0,0.6239463
business analyst,toulouse,cdd,confirmé (5-8 ans),0.5724301615015277,2024-01-15,1.0,q1,True,moyen,1,0.42929092
ingénieur devops,paris,cdi,débutant (0-2 ans),0.3060344827586206,2024-01-15,1.0,q1,True,élevé,1,0.6240608
business analyst,strasbourg,stage,confirmé (5-8 ans),0.102584388185654,2024-01-15,1.0,q1,True,élevé,1,0.42929092
chargé de communication,strasbourg,cdi,débutant (0-2 ans),0.2240288083806198,2024-01-16,1.0,q1,True,moyen,0,0.6947753
développeur full stack,bordeaux,stage,confirmé (5-8 ans),0.102820820602357,2024-01-18,1.0,q1,True,élevé,0,0.44612128
data scientist,paris,stage,débutant (0-2 ans),0.037538192928852,2024-01-19,1.0,q1,True,faible,0,0.5588574
ux/ui designer,marseille,cdi,intermédiaire (2-5 ans),0.4083369707551287,2024-01-24,1.0,q1,False,faible,0,0.5471124
développeur full stack,paris,cdi,débutant (0-2 ans),0.3321693583587953,2024-01-24,1.0,q1,True,moyen,1,0.44612128
ingénieur devops,lille,freelance,intermédiaire (2-5 ans),0.6924650807507639,2024-01-26,1.0,q1,True,moyen,0,0.6240608
développeur full stack,paris,freelance,intermédiaire (2-5 ans),0.6853175469227412,2024-01-29,1.0,q1,True,moyen,1,0.44612128
commercial b2b,marseille,cdi,intermédiaire (2-5 ans),0.4355903535573985,2024-01-29,1.0,q1,True,élevé,0,0.58136237
responsable marketing digital,nantes,stage,confirmé (5-8 ans),0.089789757020224,2024-01-30,1.0,q1,False,élevé,0,0.44674724
ingénieur ia,nantes,freelance,débutant (0-2 ans),0.480712570929725,2024-02-01,1.0,q1,True,moyen,1,0.47765684
développeur full stack,lille,freelance,intermédiaire (2-5 ans),0.6520806052669867,2024-02-03,1.0,q1,True,élevé,1,0.44612128
product owner,lille,cdd,intermédiaire (2-5 ans),0.5455405208788011,2024-02-05,1.0,q1,False,moyen,1,0.5584586
développeur full stack,paris,cdi,intermédiaire (2-5 ans),0.3938600320093118,2024-02-09,1.0,q1,False,moyen,0,0.44612128
data scientist,paris,cdi,confirmé (5-8 ans),0.6320929725010912,2024-02-11,1.0,q1,True,faible,1,0.5588574
architecte cloud,lyon,cdi,débutant (0-2 ans),0.4568419903972064,2024-02-12,1.0,q1,True,moyen,1,0.35840565
ingénieur ia,lyon,cdi,senior (8+ ans),0.7397333769823948,2024-02-12,1.0,q1,True,moyen,1,0.47765684
architecte cloud,nantes,cdi,intermédiaire (2-5 ans),0.6232722246471701,2024-02-14,1.0,q1,False,moyen,1,0.35840565
chargé de communication,lyon,cdi,confirmé (5-8 ans),0.4605066928561035,2024-02-18,1.0,q1,False,moyen,1,0.6947753
développeur full stack,paris,freelance,confirmé (5-8 ans),0.7639040448130365,2024-02-19,1.0,q1,False,moyen,1,0.44612128
responsable marketing digital,lyon,cdi,senior (8+ ans),0.7825276444056453,2024-02-26,1.0,q1,True,faible,1,0.44674724
commercial b2b,lille,cdi,confirmé (5-8 ans),0.5548886948930598,2024-03-05,1.0,q1,True,moyen,0,0.58136237
architecte cloud,rennes,cdi,confirmé (5-8 ans),0.6842808817110432,2024-03-05,1.0,q1,True,moyen,0,0.35840565
ingénieur devops,paris,cdi,débutant (0-2 ans),0.3199658082351229,2024-03-07,1.0,q1,True,faible,0,0.6240608
responsable marketing digital,lille,cdi,intermédiaire (2-5 ans),0.453959333624327,2024-03-07,1.0,q1,False,élevé,1,0.44674724
développeur full stack,strasbourg,freelance,confirmé (5-8 ans),0.8175378291866725,2024-03-10,1.0,q1,True,élevé,0,0.44612128
ingénieur devops,strasbourg,cdi,débutant (0-2 ans),0.375691110141132,2024-03-11,1.0,q1,False,moyen,1,0.6240608
chef de projet digital,paris,cdi,senior (8+ ans),0.8228575585624909,2024-03-12,1.0,q1,True,moyen,1,0.59111476
product owner,paris,cdi,senior (8+ ans),0.6715317183180561,2024-03-16,1.0,q1,True,faible,1,0.5584624
développeur full stack,montpellier,freelance,intermédiaire (2-5 ans),0.6448057616761239,2024-03-17,1.0,q1,True,moyen,0,0.44615144
chef de projet digital,strasbourg,cdi,intermédiaire (2-5 ans),0.4258693438091081,2024-03-17,1.0,q1,False,moyen,1,0.59111476
développeur full stack,strasbourg,alternance,senior (8+ ans),0.2120707842281391,2024-03-20,1.0,q1,False,moyen,1,0.44612128
responsable marketing digital,paris,cdi,débutant (0-2 ans),0.3140277171540812,2024-03-21,1.0,q1,True,moyen,1,0.44674724
développeur full stack,lyon,cdi,senior (8+ ans),0.7851284009893787,2024-03-22,1.0,q1,True,élevé,0,0.44612128
développeur full stack,lille,cdi,intermédiaire (2-5 ans),0.4814218681798341,2024-03-22,1.0,q1,True,moyen,1,0.44612128
data scientist,bordeaux,cdi,intermédiaire (2-5 ans),0.5325094572966681,2024-03-25,1.0,q1,True,moyen,0,0.5588574
product owner,bordeaux,cdi,confirmé (5-8 ans),0.6277280663465735,2024-03-25,1.0,q1,True,moyen,0,0.5584586
développeur full stack,toulouse,cdi,senior (8+ ans),0.6900098210388477,2024-03-27,1.0,q1,True,moyen,0,0.44612128
responsable marketing digital,marseille,cdi,débutant (0-2 ans),0.2734795576895096,2024-03-27,1.0,q1,True,faible,0,0.44674724
business analyst,bordeaux,cdi,confirmé (5-8 ans),0.5236523352247927,2024-03-30,1.0,q1,True,élevé,1,0.42929092
ingénieur ia,paris,cdd,intermédiaire (2-5 ans),0.5346191619380183,2024-03-30,1.0,q1,True,moyen,1,0.47765684
commercial b2b,bordeaux,cdi,intermédiaire (2-5 ans),0.3722082787720064,2024-04-02,1.0,q2,False,moyen,1,0.58136237
consultant cybersécurité,toulouse,cdi,intermédiaire (2-5 ans),0.5582624036083225,2024-04-04,1.0,q2,True,élevé,1,0.63575613
ingénieur ia,lille,alternance,débutant (0-2 ans),0.0942274116106503,2024-04-08,1.0,q2,True,moyen,0,0.47765684
data scientist,paris,cdi,débutant (0-2 ans),0.3410173868761821,2024-04-10,1.0,q2,True,faible,0,0.5588574
ingénieur ia,toulouse,cdd,confirmé (5-8 ans),0.6529353993889131,2024-04-13,1.0,q2,True,moyen,0,0.47765684
responsable marketing digital,paris,stage,intermédiaire (2-5 ans),0.0570256801978757,2024-04-22,1.0,q2,False,faible,1,0.44674724
chargé de communication,toulouse,cdi,intermédiaire (2-5 ans),0.3200658373344973,2024-04-25,1.0,q2,True,moyen,1,0.6947753
commercial b2b,marseille,freelance,intermédiaire (2-5 ans),0.5172686599738106,2024-04-26,1.0,q2,True,faible,1,0.58136237
développeur full stack,lille,cdi,débutant (0-2 ans),0.2952677142441438,2024-04-30,1.0,q2,True,moyen,1,0.44612128
ingénieur devops,toulouse,cdi,intermédiaire (2-5 ans),0.4725101847810272,2024-04-30,1.0,q2,True,moyen,0,0.6240608
consultant cybersécurité,lyon,cdi,intermédiaire (2-5 ans),0.5320456860177506,2024-05-01,1.0,q2,True,faible,0,0.63575613
data scientist,lyon,cdi,confirmé (5-8 ans),0.6587279935981376,2024-05-01,1.0,q2,True,élevé,0,0.5588574
ux/ui designer,lyon,cdi,confirmé (5-8 ans),0.5460679470391386,2024-05-04,1.0,q2,True,élevé,1,0.5471124
data scientist,toulouse,cdi,intermédiaire (2-5 ans),0.5236796158882584,2024-05-13,1.0,q2,False,faible,0,0.5588574
commercial b2b,bordeaux,cdd,confirmé (5-8 ans),0.51113051069402,2024-05-16,1.0,q2,True,élevé,1,0.58136237
data scientist,lille,cdi,débutant (0-2 ans),0.3293594500218245,2024-05-16,1.0,q2,True,moyen,1,0.5588574
commercial b2b,paris,cdi,intermédiaire (2-5 ans),0.4175578350065473,2024-05-17,1.0,q2,True,élevé,1,0.58136237
commercial b2b,paris,cdd,débutant (0-2 ans),0.3321057034773752,2024-05-26,1.0,q2,True,élevé,1,0.58136237
développeur full stack,marseille,cdi,intermédiaire (2-5 ans),0.4802578932052961,2024-05-26,1.0,q2,False,élevé,1,0.44612128
data scientist,rennes,cdd,débutant (0-2 ans),0.4193856394587516,2024-05-26,1.0,q2,True,moyen,1,0.5588574
développeur full stack,paris,cdi,intermédiaire (2-5 ans),0.4084733740724574,2024-05-28,1.0,q2,True,élevé,0,0.44615144
product owner,nantes,freelance,confirmé (5-8 ans),0.752718972792085,2024-05-28,1.0,q2,True,moyen,1,0.5584586
développeur full stack,paris,cdi,débutant (0-2 ans),0.3091808526116688,2024-05-28,1.0,q2,True,moyen,0,0.44612128
chef de projet digital,paris,cdd,débutant (0-2 ans),0.3364797031863815,2024-05-29,1.0,q2,False,élevé,0,0.59111476
responsable marketing digital,rennes,cdi,intermédiaire (2-5 ans),0.4473574130656191,2024-05-30,1.0,q2,True,élevé,1,0.44674724
architecte cloud,nantes,cdd,confirmé (5-8 ans),0.8666703040884621,2024-06-03,1.0,q2,True,moyen,0,0.35840565
développeur full stack,paris,stage,intermédiaire (2-5 ans),0.076113051069402,2024-06-03,1.0,q2,True,moyen,1,0.44612128
architecte cloud,paris,cdd,intermédiaire (2-5 ans),0.6695129492215918,2024-06-08,1.0,q2,True,moyen,0,0.35840565
ingénieur devops,marseille,cdi,confirmé (5-8 ans),0.6383857122071875,2024-06-12,1.0,q2,True,moyen,1,0.6240608
ingénieur ia,paris,cdi,débutant (0-2 ans),0.3727629855958096,2024-06-15,1.0,q2,True,faible,1,0.47765684
développeur full stack,paris,cdi,débutant (0-2 ans),0.2993780008729812,2024-06-16,1.0,q2,True,moyen,1,0.44612128
architecte cloud,toulouse,alternance,intermédiaire (2-5 ans),0.1558089626073039,2024-06-17,1.0,q2,False,moyen,0,0.35840565
chef de projet digital,nantes,cdi,débutant (0-2 ans),0.2988960424850865,2024-06-24,1.0,q2,False,moyen,1,0.59111476
chef de projet digital,paris,stage,débutant (0-2 ans),0.0227884475483777,2024-06-25,1.0,q2,True,élevé,0,0.59111476
ingénieur devops,nantes,cdi,confirmé (5-8 ans),0.56429143023425,2024-06-27,1.0,q2,True,moyen,1,0.6240608
chef de projet digital,strasbourg,stage,intermédiaire (2-5 ans),0.0820693292594209,2024-07-01,1.0,q3,True,élevé,0,0.59111476
ingénieur ia,bordeaux,stage,débutant (0-2 ans),0.0332187545467772,2024-07-01,1.0,q3,True,élevé,1,0.47765684
ingénieur devops,toulouse,cdi,débutant (0-2 ans),0.3374436199621708,2024-07-02,1.0,q3,True,faible,1,0.6240608
data scientist,lyon,freelance,senior (8+ ans),0.4248008511567001,2024-07-02,1.0,q3,True,moyen,0,0.5588574
ingénieur devops,toulouse,cdi,senior (8+ ans),0.812909209951986,2024-07-03,1.0,q3,True,moyen,0,0.6240608
chargé de communication,paris,cdi,intermédiaire (2-5 ans),0.3254674087007129,2024-07-04,1.0,q3,True,faible,0,0.6947753
consultant cybersécurité,bordeaux,cdi,senior (8+ ans),0.7460261166884912,2024-07-06,1.0,q3,False,élevé,1,0.63575613
ux/ui designer,paris,cdi,confirmé (5-8 ans),0.5581987487269023,2024-07-16,1.0,q3,True,élevé,1,0.5471124
consultant cybersécurité,paris,stage,débutant (0-2 ans),0.0498690528153644,2024-07-18,1.0,q3,True,faible,0,0.63575613
responsable marketing digital,bordeaux,cdi,intermédiaire (2-5 ans),0.4459751927833552,2024-07-19,1.0,q3,False,moyen,0,0.44674724
développeur full stack,marseille,cdi,intermédiaire (2-5 ans),0.4404735923177652,2024-07-25,1.0,q3,True,moyen,1,0.44612128
chargé de communication,lille,cdi,senior (8+ ans),0.5758038702167904,2024-07-26,1.0,q3,False,moyen,1,0.6947753
consultant cybersécurité,marseille,cdi,confirmé (5-8 ans),0.7109068092536011,2024-08-01,1.0,q3,False,élevé,0,0.63575613
contrôleur de gestion,nantes,stage,intermédiaire (2-5 ans),0.054106649207042,2024-08-01,1.0,q3,True,élevé,0,0.35000122
commercial b2b,nantes,cdd,confirmé (5-8 ans),0.5271806343663611,2024-08-02,1.0,q3,False,faible,1,0.58136237
data scientist,bordeaux,cdi,débutant (0-2 ans),0.3067346864542412,2024-08-05,1.0,q3,True,faible,1,0.5588574
business analyst,marseille,freelance,débutant (0-2 ans),0.4769933071438964,2024-08-07,1.0,q3,True,élevé,0,0.429261
data scientist,toulouse,stage,confirmé (5-8 ans),0.1203804743198021,2024-08-08,1.0,q3,True,moyen,0,0.5588574
chef de projet digital,nantes,alternance,intermédiaire (2-5 ans),0.1388222028226393,2024-08-08,1.0,q3,True,élevé,1,0.59111476
développeur full stack,toulouse,cdi,intermédiaire (2-5 ans),0.3906863814927979,2024-08-09,1.0,q3,True,élevé,1,0.44612128
data scientist,paris,freelance,intermédiaire (2-5 ans),0.6823621417139532,2024-08-13,1.0,q3,True,moyen,0,0.5588574
développeur full stack,toulouse,cdi,senior (8+ ans),0.7247108249672632,2024-08-15,1.0,q3,True,moyen,0,0.44612128
chef de projet digital,lille,cdi,senior (8+ ans),0.7755256074494399,2024-08-16,1.0,q3,True,faible,0,0.59111476
ux/ui designer,toulouse,cdd,débutant (0-2 ans),0.2769169212861923,2024-08-20,1.0,q3,False,faible,1,0.5471124
business analyst,nantes,cdi,intermédiaire (2-5 ans),0.3660974101556816,2024-08-21,1.0,q3,True,moyen,1,0.42929092
commercial b2b,strasbourg,cdi,débutant (0-2 ans),0.2762530918085261,2024-08-22,1.0,q3,False,moyen,1,0.58136237
contrôleur de gestion,paris,cdi,débutant (0-2 ans),0.2883111450603812,2024-08-26,1.0,q3,True,moyen,1,0.35000122
data scientist,paris,cdi,intermédiaire (2-5 ans),0.4809308162374509,2024-08-26,1.0,q3,True,faible,1,0.5588574
product owner,paris,freelance,débutant (0-2 ans),0.5279899607158446,2024-08-27,1.0,q3,True,élevé,1,0.5584586
consultant cybersécurité,lyon,cdi,confirmé (5-8 ans),0.6243270769678452,2024-08-28,1.0,q3,True,élevé,1,0.63575613
consultant cybersécurité,toulouse,cdi,intermédiaire (2-5 ans),0.451349483486105,2024-08-29,1.0,q3,True,moyen,0,0.63575613
business analyst,toulouse,cdi,débutant (0-2 ans),0.291011930743489,2024-08-31,1.0,q3,False,faible,1,0.42929092
ingénieur ia,rennes,cdi,débutant (0-2 ans),0.387749163392987,2024-09-06,1.0,q3,True,moyen,0,0.47765684
chef de projet digital,paris,cdi,intermédiaire (2-5 ans),0.4297522915757311,2024-09-08,1.0,q3,True,moyen,0,0.59111476
développeur full stack,paris,cdd,intermédiaire (2-5 ans),0.4644442019496581,2024-09-10,1.0,q3,False,moyen,1,0.44612128
commercial b2b,marseille,freelance,confirmé (5-8 ans),0.7069056452786265,2024-09-12,1.0,q3,True,moyen,0,0.58136237
ingénieur ia,bordeaux,cdi,débutant (0-2 ans),0.4005710752218827,2024-09-12,1.0,q3,False,moyen,0,0.47765684
ux/ui designer,nantes,cdi,intermédiaire (2-5 ans),0.40257165720937,2024-09-13,1.0,q3,False,élevé,1,0.5471124
responsable marketing digital,paris,cdi,intermédiaire (2-5 ans),0.4074367088607595,2024-09-16,1.0,q3,False,élevé,1,0.44674724
consultant cybersécurité,toulouse,cdi,intermédiaire (2-5 ans),0.4874145205878074,2024-09-17,1.0,q3,True,faible,1,0.63575613
architecte cloud,paris,cdi,débutant (0-2 ans),0.4038356612832824,2024-09-18,1.0,q3,True,moyen,1,0.35840565
architecte cloud,lille,cdd,débutant (0-2 ans),0.4319529317619671,2024-09-18,1.0,q3,True,faible,1,0.35840565
ingénieur ia,montpellier,stage,intermédiaire (2-5 ans),0.0815237159901062,2024-09-20,1.0,q3,True,élevé,1,0.47765684
ingénieur devops,lyon,cdi,intermédiaire (2-5 ans),0.4922431980212425,2024-09-22,1.0,q3,False,élevé,1,0.6240608
data scientist,lyon,cdd,senior (8+ ans),0.8464007711334206,2024-09-30,1.0,q3,True,faible,1,0.5588574
chef de projet digital,paris,cdd,senior (8+ ans),0.7741979484941074,2024-09-30,1.0,q3,True,moyen,0,0.59111476
développeur full stack,strasbourg,cdi,intermédiaire (2-5 ans),0.4462843736359668,2024-10-04,1.0,q4,True,moyen,0,0.44612128
data scientist,paris,cdi,débutant (0-2 ans),0.3661246908191474,2024-10-04,1.0,q4,False,moyen,1,0.5588574
ingénieur ia,bordeaux,cdi,intermédiaire (2-5 ans),0.4485122944856685,2024-10-07,1.0,q4,True,faible,1,0.4776264
chargé de communication,paris,cdi,intermédiaire (2-5 ans),0.3512658227848101,2024-10-09,1.0,q4,True,élevé,1,0.694785
chargé de communication,strasbourg,freelance,débutant (0-2 ans),0.3689345991561181,2024-10-10,1.0,q4,False,élevé,0,0.6947753
développeur full stack,paris,cdi,débutant (0-2 ans),0.3136821620835152,2024-10-20,1.0,q4,False,moyen,0,0.44612128
data scientist,paris,cdi,confirmé (5-8 ans),0.6309017168630875,2024-10-20,1.0,q4,True,moyen,1,0.5588574
product owner,paris,freelance,confirmé (5-8 ans),0.7683962607303942,2024-10-21,1.0,q4,True,moyen,1,0.5584586
business analyst,marseille,cdd,intermédiaire (2-5 ans),0.435363014695184,2024-10-22,1.0,q4,False,élevé,1,0.42929092
chef de projet digital,lyon,cdi,intermédiaire (2-5 ans),0.4794485668558126,2024-10-23,1.0,q4,True,moyen,1,0.59111476
